ID,Main,Location,Corporation,Href,Date
163,Solution Engineer - SD-WAN (REF1496Z),Budapest,Deutsche Telekom IT Solutions,/allas/solution_engineer_sd_wan_ref1496z/MG-2442#adtype=dirCU,2023-02-13
164,Senior alkalmazás üzemeltető - Mainframe (REF121Q),Budapest,Deutsche Telekom IT Solutions,/allas/senior_alkalmazas_uzemelteto_mainframe_ref121q/FJ-8258#adtype=dirCU,2023-02-13
165,IT Quality and Process Manager (REF1402R),Budapest,Deutsche Telekom IT Solutions,/allas/it_quality_and_process_manager_ref1402r/RR-9438#adtype=dirCU,2023-02-13
166,Senior Scrum Master (REF1047W),Budapest,Deutsche Telekom IT Solutions,/allas/senior_scrum_master_ref1047w/EN-0719#adtype=dirCU,2023-02-13
167,German and English speaking Security Manager – BCM/ECM (REF889T),Budapest,Deutsche Telekom IT Solutions,/allas/german_and_english_speaking_security_manager_bcmecm_ref889t/OB-9376#adtype=dirCU,2023-02-13
168,Experienced IT Architect for Software Engineering (REF1435M),Budapest,Deutsche Telekom IT Solutions,/allas/experienced_it_architect_for_software_engineering_ref1435m/HF-2463#adtype=dirCU,2023-02-13
169,Qlik Sense/ Qlik View Developer,Budapest,Deutsche Telekom IT Solutions,/allas/qlik_sense_qlik_view_developer/YY-6218#adtype=dirCU,2023-02-13
170,MS Dynamics 365 Fejlesztő (REF395H),Budapest,Deutsche Telekom IT Solutions,/allas/ms_dynamics_365_fejleszto_ref395h/UT-7359#adtype=dirCU,2023-02-13
171,Cyber Security Analyst Tier2 (REF196L),Budapest,Deutsche Telekom IT Solutions,/allas/cyber_security_analyst_tier2_ref196l/KR-2291#adtype=dirCU,2023-02-13
172,Fullstack developer (AFC),Budapest,Deutsche Telekom IT Solutions,/allas/fullstack_developer_afc/DX-9978#adtype=dirCU,2023-02-13
173,Configuration and lifecycle manager (REF1522P),Budapest,Deutsche Telekom IT Solutions,/allas/configuration_and_lifecycle_manager_ref1522p/CZ-4469#adtype=dirCU,2023-02-13
174,Solution Manager - REF144R,Budapest,Deutsche Telekom IT Solutions,/allas/solution_manager_ref144r/FH-8036#adtype=dirCU,2023-02-13
175,Automation Tester (REF1033G),Budapest,Deutsche Telekom IT Solutions,/allas/automation_tester_ref1033g/GV-4868#adtype=dirCU,2023-02-13
176,Backend Developer (AFC) (REF1179E) RPO R,Budapest,Deutsche Telekom IT Solutions,/allas/backend_developer_afc_ref1179e_rpo_r/UH-9969#adtype=dirCU,2023-02-13
177,Audit and Compliance Engineer (Open Telekom Cloud) - REF758X,Budapest,Deutsche Telekom IT Solutions,/allas/audit_and_compliance_engineer_open_telekom_cloud_ref758x/RC-2103#adtype=dirCU,2023-02-13
178,System Administrator (REF1239N),Budapest,Deutsche Telekom IT Solutions,/allas/system_administrator_ref1239n/YA-1412#adtype=dirCU,2023-02-13
179,Process Designer (Senior) - REF1487W,Budapest,Deutsche Telekom IT Solutions,/allas/process_designer_senior_ref1487w/VA-7006#adtype=dirCU,2023-02-13
180,Németül beszélek és a DT-ITS-nél szeretnék dolgozni,Budapest,Deutsche Telekom IT Solutions,/allas/nemetul_beszelek_es_a_dt_its_nel_szeretnek_dolgozni/RV-8534#adtype=dirCU,2023-02-13
181,Lead Java Developer (REF883E),Budapest,Deutsche Telekom IT Solutions,/allas/lead_java_developer_ref883e/XZ-2071#adtype=dirCU,2023-02-13
182,Solution Manager - REF144R,Budapest,Deutsche Telekom IT Solutions,/allas/solution_manager_ref144r/JO-0534#adtype=dirCU,2023-02-13
183,Devops Engineer (REF1479O),Budapest,Deutsche Telekom IT Solutions,/allas/devops_engineer_ref1479o/LN-4447#adtype=dirCU,2023-02-13
184,Application Administrator (REF1491J),Budapest,Deutsche Telekom IT Solutions,/allas/application_administrator_ref1491j/PS-3252#adtype=dirCU,2023-02-13
185,Head of Team - IoT (REF1393A),Budapest,Deutsche Telekom IT Solutions,/allas/head_of_team_iot_ref1393a/NB-1406#adtype=dirCU,2023-02-13
186,Szoftverfejlesztő mérnök - AUTOSAR BSW,Budapest,Thyssenkrupp,/allas/szoftverfejleszto_mernok_autosar_bsw/OY-4073#adtype=dirCU,2023-02-13
187,Scrum Master - SAFe focus (REF365P),Budapest,Deutsche Telekom IT Solutions,/allas/scrum_master_safe_focus_ref365p/MW-1789#adtype=dirCU,2023-02-13
188,Technical Support Engineer,Budaörs,Randstad Hungary Kft,/allas/technical_support_engineer/GS-0287#adtype=indCU,2023-02-13
189,Technical Process Manager (REF1416J),Budapest,Deutsche Telekom IT Solutions,/allas/technical_process_manager_ref1416j/LU-0996#adtype=dirCU,2023-02-13
190,Software Engineer (Mid/Senior/Expert) (REF275E),Budapest,Deutsche Telekom IT Solutions,/allas/software_engineer_midseniorexpert_ref275e/NE-9859#adtype=dirCU,2023-02-13
191,Tech Lead for MLOps Platform,Budapest,Deutsche Telekom IT Solutions,/allas/tech_lead_for_mlops_platform/VJ-7934#adtype=dirCU,2023-02-13
192,System Engineer – OS Image and Support on Hybrid Cloud (REF1284Q),Budapest,Deutsche Telekom IT Solutions,/allas/system_engineer_os_image_and_support_on_hybrid_cloud_ref1284q/JY-3784#adtype=dirCU,2023-02-13
193,Backend Developer (REF882R),Budapest,Deutsche Telekom IT Solutions,/allas/backend_developer_ref882r/CX-4356#adtype=dirCU,2023-02-13
194,Fullstack developer (AFC),Budapest,Deutsche Telekom IT Solutions,/allas/fullstack_developer_afc/GD-5123#adtype=dirCU,2023-02-13
195,NFT Tester (REF1042Y),Budapest,Deutsche Telekom IT Solutions,/allas/nft_tester_ref1042y/JT-0785#adtype=dirCU,2023-02-13
196,Audit and Compliance Engineer (Open Telekom Cloud) - REF758X,Budapest,Deutsche Telekom IT Solutions,/allas/audit_and_compliance_engineer_open_telekom_cloud_ref758x/ZJ-7994#adtype=dirCU,2023-02-13
197,Java Solution Architect/ Designer (IoT) (REF110Z),Budapest,Deutsche Telekom IT Solutions,/allas/java_solution_architect_designer_iot_ref110z/EY-8948#adtype=dirCU,2023-02-13
198,Azure Migration Engineer - REF479F,Budapest,Deutsche Telekom IT Solutions,/allas/azure_migration_engineer_ref479f/IB-1179#adtype=dirCU,2023-02-13
199,Workplace Support Specialist - német nyelvtudással (REF236D),Magyarország,Deutsche Telekom IT Solutions,/allas/workplace_support_specialist_nemet_nyelvtudassal_ref236d/CV-1943#adtype=dirCU,2023-02-13
200,Java Developer,Budapest,Randstad Hungary Kft,/allas/java_developer/JJ-6382#adtype=indCU,2023-02-13
201,Network & Security Engineer,Budapest,Randstad Hungary Kft,/allas/network_security_engineer/JB-5883#adtype=indCU,2023-02-13
202,Incident management Trainee (REF1413V),Budapest,Deutsche Telekom IT Solutions,/allas/incident_management_trainee_ref1413v/IN-0953#adtype=dirCU,2023-02-13
203,Junior/Medior/Senior/Lead Szoftver tesztautomatizáló mérnök,Budapest,Randstad Hungary Kft,/allas/juniormediorseniorlead_szoftver_tesztautomatizalo_mernok/TT-7294#adtype=indCU,2023-02-13
204,DevOps Engineer (VNI1- EDG_BNG) (REF219H),Budapest,Deutsche Telekom IT Solutions,/allas/devops_engineer_vni1_edgbng_ref219h/TX-4849#adtype=dirCU,2023-02-13
205,Gyakornok hálózatos területre - REF1298I,Budapest,Deutsche Telekom IT Solutions,/allas/gyakornok_halozatos_teruletre_ref1298i/NR-5320#adtype=dirCU,2023-02-13
206,Szoftverintegrációs tesztautomatizáló mérnök,Budapest,Thyssenkrupp,/allas/szoftverintegracios_tesztautomatizalo_mernok/BD-6440#adtype=dirCU,2023-02-13
207,Technical Process Manager (Process Solution Designer) (REF1338P),Budapest,Deutsche Telekom IT Solutions,/allas/technical_process_manager_process_solution_designer_ref1338p/EF-4251#adtype=dirCU,2023-02-13
208,Szoftverfejlesztő mérnök (Indusztrializáció),Magyarország,Thyssenkrupp,/allas/szoftverfejleszto_mernok_indusztrializacio/TR-4278#adtype=dirCU,2023-02-13
209,Head of Team - ServiceNow (REF1465B),Budapest,Deutsche Telekom IT Solutions,/allas/head_of_team_servicenow_ref1465b/PM-1283#adtype=dirCU,2023-02-13
210,Technical Process Specialist (REF1456K),Debrecen,Deutsche Telekom IT Solutions,/allas/technical_process_specialist_ref1456k/IP-5974#adtype=dirCU,2023-02-13
211,System Engineer – OS Image and Support on Hybrid Cloud (REF1284Q),Budapest,Deutsche Telekom IT Solutions,/allas/system_engineer_os_image_and_support_on_hybrid_cloud_ref1284q/EJ-8440#adtype=dirCU,2023-02-13
212,Alkalmazás üzemeltető német és angol nyelvtudással (REF1468E),Budapest,Deutsche Telekom IT Solutions,/allas/alkalmazas_uzemelteto_nemet_es_angol_nyelvtudassal_ref1468e/CU-3594#adtype=dirCU,2023-02-13
213,DevOps Academy - Technik HU,Debrecen,Deutsche Telekom IT Solutions,/allas/devops_academy_technik_hu/VS-5251#adtype=dirCU,2023-02-13
214,Szoftver tesztautomatizáló mérnök,Budapest,Thyssenkrupp,/allas/szoftver_tesztautomatizalo_mernok/XC-1759#adtype=dirCU,2023-02-13
215,Hardware Safety Engineer,Budapest,Thyssenkrupp,/allas/hardware_safety_engineer/AC-8539#adtype=dirCU,2023-02-13
216,Repl/Developer - automation (REF680G),Budapest,Deutsche Telekom IT Solutions,/allas/repldeveloper_automation_ref680g/MQ-2893#adtype=dirCU,2023-02-13
217,Service Manager (REF1462Z),Budapest,Deutsche Telekom IT Solutions,/allas/service_manager_ref1462z/FS-9567#adtype=dirCU,2023-02-13
218,Solution Engineer (REF950N),Budapest,Deutsche Telekom IT Solutions,/allas/solution_engineer_ref950n/PV-8779#adtype=dirCU,2023-02-13
219,Data Engineer - Data Warehousing (SQL/Python)-REF1478Z,Budapest,Deutsche Telekom IT Solutions,/allas/data_engineer_data_warehousing_sqlpython_ref1478z/TO-2165#adtype=dirCU,2023-02-13
220,.NET Developer(REF369F),Budapest,Deutsche Telekom IT Solutions,/allas/net_developer_ref369f/CO-2276#adtype=dirCU,2023-02-13
221,Cloud DevOps Engineer (REF270Z),Budapest,Deutsche Telekom IT Solutions,/allas/cloud_devops_engineer_ref270z/QV-0645#adtype=dirCU,2023-02-13
222,Embedded Penetration Tester (Ethical Hacker),Budapest,Thyssenkrupp,/allas/embedded_penetration_tester_ethical_hacker/GL-8956#adtype=dirCU,2023-02-13
223,Szoftverfejlesztő mérnök - beágyazott rendszerekhez,Budapest,Thyssenkrupp,/allas/szoftverfejleszto_mernok_beagyazott_rendszerekhez/IS-0768#adtype=dirCU,2023-02-13
224,Experienced FullStack Developer (REF1372S),Budapest,Deutsche Telekom IT Solutions,/allas/experienced_fullstack_developer_ref1372s/YX-2517#adtype=dirCU,2023-02-13
225,Test architect,Budapest,Thyssenkrupp,/allas/test_architect/NE-5804#adtype=dirCU,2023-02-13
226,Multilingual Service Desk Analyst,Budapest,Randstad Hungary Kft,/allas/multilingual_service_desk_analyst/FX-6963#adtype=indCU,2023-02-13
227,Senior Technical Writer (Open Telekom Cloud) REF1254G,Budapest,Deutsche Telekom IT Solutions,/allas/senior_technical_writer_open_telekom_cloud_ref1254g/BI-4532#adtype=dirCU,2023-02-13
228,Security Solution Administrator - Platform Operation (REF1249B),Budapest,Deutsche Telekom IT Solutions,/allas/security_solution_administrator_platform_operation_ref1249b/OV-3451#adtype=dirCU,2023-02-13
229,Szoftverfejlesztési csoportvezető (indusztrializáció),Budapest,Thyssenkrupp,/allas/szoftverfejlesztesi_csoportvezeto_indusztrializacio/RP-7392#adtype=dirCU,2023-02-13
230,Webalkalmazási rendszermérnök,Budapest,Deutsche Telekom IT Solutions,/allas/webalkalmazasi_rendszermernok/OE-8703#adtype=dirCU,2023-02-13
231,Experienced System Architect (REF1223E),Budapest,Deutsche Telekom IT Solutions,/allas/experienced_system_architect_ref1223e/KQ-8577#adtype=dirCU,2023-02-13
232,Project quality specialist,Budapest,Thyssenkrupp,/allas/project_quality_specialist/MX-1821#adtype=dirCU,2023-02-13
233,Java Developer for Global Cloud Project,Budapest,Thyssenkrupp,/allas/java_developer_for_global_cloud_project/MB-1439#adtype=dirCU,2023-02-13
234,Szenior tesztelő német nyelvtudással (REF412U),Budapest,Deutsche Telekom IT Solutions,/allas/szenior_tesztelo_nemet_nyelvtudassal_ref412u/ZK-7937#adtype=dirCU,2023-02-13
235,Szoftver architect,Budapest,Thyssenkrupp,/allas/szoftver_architect/PA-6268#adtype=dirCU,2023-02-13
236,Senior Devops Engineer (REF214E),Budapest,Deutsche Telekom IT Solutions,/allas/senior_devops_engineer_ref214e/AI-5137#adtype=dirCU,2023-02-13
237,SAP Engineer (REF253P),Budapest,Deutsche Telekom IT Solutions,/allas/sap_engineer_ref253p/RD-0893#adtype=dirCU,2023-02-13
238,Alkalmazás üzemeltető (REF382J),Budapest,Deutsche Telekom IT Solutions,/allas/alkalmazas_uzemelteto_ref382j/KV-8739#adtype=dirCU,2023-02-13
239,Business analyst / automation expert – finance area - REF1357O,Budapest,Deutsche Telekom IT Solutions,/allas/business_analyst_automation_expert_finance_area_ref1357o/KA-8301#adtype=dirCU,2023-02-13
240,SAP Fejlesztő CRM/CI/CC (REF1385F),Budapest,Deutsche Telekom IT Solutions,/allas/sap_fejleszto_crmcicc_ref1385f/RN-0545#adtype=dirCU,2023-02-13
241,Software Engineer in networking Lab enviroment (TC Core/Technik HU) (REF225Q),Budapest,Deutsche Telekom IT Solutions,/allas/software_engineer_in_networking_lab_enviroment_tc_coretechnik_hu_ref225q/FM-8414#adtype=dirCU,2023-02-13
242,Senior software engineer,Budapest,Thyssenkrupp,/allas/senior_software_engineer/XC-3700#adtype=dirCU,2023-02-13
243,Medior/Senior PowerPlatform fejlesztő (REF172A),Budapest,Deutsche Telekom IT Solutions,/allas/mediorsenior_powerplatform_fejleszto_ref172a/RH-7469#adtype=dirCU,2023-02-13
244,Architect (REF1102F),Budapest,Deutsche Telekom IT Solutions,/allas/architect_ref1102f/ZZ-3269#adtype=dirCU,2023-02-13
245,SSCM-DSM System Administrator (REF985M),Budapest,Deutsche Telekom IT Solutions,/allas/sscm_dsm_system_administrator_ref985m/RA-8195#adtype=dirCU,2023-02-13
246,Security Solution Administrator - Antivirus Operation (REF565Y),Budapest,Deutsche Telekom IT Solutions,/allas/security_solution_administrator_antivirus_operation_ref565y/GE-5175#adtype=dirCU,2023-02-13
247,System Administrator - Active Directory (REF327J),Debrecen,Deutsche Telekom IT Solutions,/allas/system_administrator_active_directory_ref327j/BO-5598#adtype=dirCU,2023-02-13
248,SAP-Hybris System Engineer,Budapest,Deutsche Telekom IT Solutions,/allas/sap_hybris_system_engineer/KT-8904#adtype=dirCU,2023-02-13
249,SAP Fejlesztő CRM/CI/CC (REF1385F),Budapest,Deutsche Telekom IT Solutions,/allas/sap_fejleszto_crmcicc_ref1385f/VB-3344#adtype=dirCU,2023-02-13
250,Test Engineer for Cloud Billing - REF989F,Budapest,Deutsche Telekom IT Solutions,/allas/test_engineer_for_cloud_billing_ref989f/BY-0394#adtype=dirCU,2023-02-13
251,Rendszeradminisztrátor - IT infrastruktúra / System administrator - IT Infrastructure,Budapest,Randstad Hungary Kft,/allas/rendszeradminisztrator_it_infrastruktura_system_administrator_it_infrastructure/XU-7896#adtype=indCU,2023-02-13
252,Java Solution Architect/ Designer (IoT) (REF110Z),Budapest,Deutsche Telekom IT Solutions,/allas/java_solution_architect_designer_iot_ref110z/TQ-5055#adtype=dirCU,2023-02-13
253,Automation Developer – Migration area,Budapest,Deutsche Telekom IT Solutions,/allas/automation_developer_migration_area/GY-3495#adtype=dirCU,2023-02-13
254,Fullstack Java fejlesztő,Budapest,Thyssenkrupp,/allas/fullstack_java_fejleszto/EP-6735#adtype=dirCU,2023-02-13
255,ServiceNow Developer (REF363C),Budapest,Deutsche Telekom IT Solutions,/allas/servicenow_developer_ref363c/BB-1422#adtype=dirCU,2023-02-13
256,Global Order Management Consultant (REF566N) - REF1504R,Budapest,Deutsche Telekom IT Solutions,/allas/global_order_management_consultant_ref566n_ref1504r/YW-0596#adtype=dirCU,2023-02-13
257,Java Developer,Budapest,Randstad Hungary Kft,/allas/java_developer/DC-9065#adtype=indCU,2023-02-13
258,Site Reliability Engineer (REF362I),Budapest,Deutsche Telekom IT Solutions,/allas/site_reliability_engineer_ref362i/WH-6715#adtype=dirCU,2023-02-13
259,SAP BW/4HANA supporter,Budapest,Thyssenkrupp,/allas/sap_bw4hana_supporter/OA-1667#adtype=dirCU,2023-02-13
260,Medior Linux Rendszergazda,Budapest,Randstad Hungary Kft,/allas/medior_linux_rendszergazda/CS-7251#adtype=indCU,2023-02-13
261,One Identity System Architect (REF1490N),Budapest,Deutsche Telekom IT Solutions,/allas/one_identity_system_architect_ref1490n/YO-3063#adtype=dirCU,2023-02-13
262,Warranty data analyst,Magyarország,Thyssenkrupp,/allas/warranty_data_analyst/BQ-0664#adtype=dirCU,2023-02-13
263,Service Now Developer (REF86R),Budapest,Deutsche Telekom IT Solutions,/allas/service_now_developer_ref86r/YW-0736#adtype=dirCU,2023-02-13
264,Backend Developer for IoT HUB (REF576V),Budapest,Deutsche Telekom IT Solutions,/allas/backend_developer_for_iot_hub_ref576v/KG-1294#adtype=dirCU,2023-02-13
265,Customer Success Manager (REF1205O),Budapest,Deutsche Telekom IT Solutions,/allas/customer_success_manager_ref1205o/SF-7550#adtype=dirCU,2023-02-13
266,Linux System Administrator (REF668D),Budapest,Deutsche Telekom IT Solutions,/allas/linux_system_administrator_ref668d/AD-1680#adtype=dirCU,2023-02-13
267,Senior Project and Program Manager (REF1049T),Budapest,Deutsche Telekom IT Solutions,/allas/senior_project_and_program_manager_ref1049t/VM-2090#adtype=dirCU,2023-02-13
268,Quality Assurance Automation Framework Developer (OTC) - REF1234F,Budapest,Deutsche Telekom IT Solutions,/allas/quality_assurance_automation_framework_developer_otc_ref1234f/UD-7903#adtype=dirCU,2023-02-13
269,Microsoft szoftverfejlesztő (REF171M),Budapest,Deutsche Telekom IT Solutions,/allas/microsoft_szoftverfejleszto_ref171m/VJ-6833#adtype=dirCU,2023-02-13
270,Node.js Developer for IoT (REF460G),Budapest,Deutsche Telekom IT Solutions,/allas/nodejs_developer_for_iot_ref460g/JV-8160#adtype=dirCU,2023-02-13
271,Solution architect (REF785S),Budapest,Deutsche Telekom IT Solutions,/allas/solution_architect_ref785s/NK-0033#adtype=dirCU,2023-02-13
272,Senior Scrum Master (REF1453J),Budapest,Deutsche Telekom IT Solutions,/allas/senior_scrum_master_ref1453j/QE-9042#adtype=dirCU,2023-02-13
273,Szoftverintegrációs mérnök (Veszprém),Veszprém,Thyssenkrupp,/allas/szoftverintegracios_mernok_veszprem/EZ-3776#adtype=dirCU,2023-02-13
274,SAP Operation Manager - German Speaking (REF1189K),Budapest,Deutsche Telekom IT Solutions,/allas/sap_operation_manager_german_speaking_ref1189k/WR-0638#adtype=dirCU,2023-02-13
275,Senior németül beszélő Java fejlesztő logisztikai területre (REF967M),Budapest,Deutsche Telekom IT Solutions,/allas/senior_nemetul_beszelo_java_fejleszto_logisztikai_teruletre_ref967m/VQ-4011#adtype=dirCU,2023-02-13
276,Automotive Deal Architect (REF652T),Budapest,Deutsche Telekom IT Solutions,/allas/automotive_deal_architect_ref652t/HT-0458#adtype=dirCU,2023-02-13
277,Volkswagen - Application Support,Budapest,Deutsche Telekom IT Solutions,/allas/volkswagen_application_support/MK-7697#adtype=dirCU,2023-02-13
278,API Developer (REF1084X),Budapest,Deutsche Telekom IT Solutions,/allas/api_developer_ref1084x/FP-3551#adtype=dirCU,2023-02-13
279,Mobilfejlesztő (REF952Y),Budapest,Deutsche Telekom IT Solutions,/allas/mobilfejleszto_ref952y/CN-9150#adtype=dirCU,2023-02-13
280,Frontend Developer for IoT HUB (REF577Q),Budapest,Deutsche Telekom IT Solutions,/allas/frontend_developer_for_iot_hub_ref577q/IM-2837#adtype=dirCU,2023-02-13
281,Junior Financial Performance Associate - MilesPlus Support - REF 1442J,Pécs,Deutsche Telekom IT Solutions,/allas/junior_financial_performance_associate_milesplus_support_ref_1442j/RE-8160#adtype=dirCU,2023-02-13
282,Cloud Engineer (OTC) REF879F,Budapest,Deutsche Telekom IT Solutions,/allas/cloud_engineer_otc_ref879f/VJ-7821#adtype=dirCU,2023-02-13
283,OSS Tester (REF1041Z),Budapest,Deutsche Telekom IT Solutions,/allas/oss_tester_ref1041z/ZB-0689#adtype=dirCU,2023-02-13
284,Junior DevOps Engineer dealing with Austrian Customers (REF1339C),Budapest,Deutsche Telekom IT Solutions,/allas/junior_devops_engineer_dealing_with_austrian_customers_ref1339c/AR-9010#adtype=dirCU,2023-02-13
285,Java developer,Magyarország,Randstad Hungary Kft,/allas/java_developer/RP-8985#adtype=indCU,2023-02-13
286,DevOps Engineer (REF215M),Budapest,Deutsche Telekom IT Solutions,/allas/devops_engineer_ref215m/MB-9628#adtype=dirCU,2023-02-13
287,Junior Data Engineer (REF259D),Budapest,Deutsche Telekom IT Solutions,/allas/junior_data_engineer_ref259d/FL-5455#adtype=dirCU,2023-02-13
288,Software Developer (REF244V),Budapest,Deutsche Telekom IT Solutions,/allas/software_developer_ref244v/IG-4933#adtype=dirCU,2023-02-13
289,Cobol Developer-Mainframe (REF826S),Budapest,Deutsche Telekom IT Solutions,/allas/cobol_developer_mainframe_ref826s/BF-6944#adtype=dirCU,2023-02-13
290,Senior Mainframe Application Administrator (REF503D),Budapest,Deutsche Telekom IT Solutions,/allas/senior_mainframe_application_administrator_ref503d/GP-3394#adtype=dirCU,2023-02-13
291,IT helpdesk munkatárs,Budapest,Thyssenkrupp,/allas/it_helpdesk_munkatars/PL-3340#adtype=dirCU,2023-02-13
292,Szoftverintegrátor,Budapest,Thyssenkrupp,/allas/szoftverintegrator/QZ-0320#adtype=dirCU,2023-02-13
293,Senior Project Manager (REF1450G),Budapest,Deutsche Telekom IT Solutions,/allas/senior_project_manager_ref1450g/NA-2998#adtype=dirCU,2023-02-13
294,Alkalmazás üzemeltető (Contact Center Platform) német nyelvtudással (REF152P),Budapest,Deutsche Telekom IT Solutions,/allas/alkalmazas_uzemelteto_contact_center_platform_nemet_nyelvtudassal_ref152p/AZ-4178#adtype=dirCU,2023-02-13
295,Network Engineer (REF218L),Budapest,Deutsche Telekom IT Solutions,/allas/network_engineer_ref218l/TI-0042#adtype=dirCU,2023-02-13
296,Azure Architect - REF477J,Budapest,Deutsche Telekom IT Solutions,/allas/azure_architect_ref477j/EI-7530#adtype=dirCU,2023-02-13
297,CMS Cloud Application Developer – Migration area (REF851R),Budapest,Deutsche Telekom IT Solutions,/allas/cms_cloud_application_developer_migration_area_ref851r/JI-5889#adtype=dirCU,2023-02-13
298,Senior Software Engineer (Data & Analytics)REF1182D,Budapest,Deutsche Telekom IT Solutions,/allas/senior_software_engineer_data_analytics_ref1182d/SV-1369#adtype=dirCU,2023-02-13
299,EDI Specialist (REF929P),Budapest,Deutsche Telekom IT Solutions,/allas/edi_specialist_ref929p/IC-9221#adtype=dirCU,2023-02-13
300,SAP PP Analyst,Magyarország,Randstad Hungary Kft,/allas/sap_pp_analyst/SR-9513#adtype=indCU,2023-02-13
301,Cloud Devops Engineer (REF104L),Budapest,Deutsche Telekom IT Solutions,/allas/cloud_devops_engineer_ref104l/RW-9992#adtype=dirCU,2023-02-13
302,Software engineer(REF588C),Budapest,Deutsche Telekom IT Solutions,/allas/software_engineer_ref588c/AP-3472#adtype=dirCU,2023-02-13
303,Senior ServiceNow Business Analyst (REF525G),Budapest,Deutsche Telekom IT Solutions,/allas/senior_servicenow_business_analyst_ref525g/FW-8997#adtype=dirCU,2023-02-13
304,Hardverfejlesztő mérnök,Budapest,Thyssenkrupp,/allas/hardverfejleszto_mernok/MD-5971#adtype=dirCU,2023-02-13
305,Fullstack Java Software Developer (FMCx),Budapest,Deutsche Telekom IT Solutions,/allas/fullstack_java_software_developer_fmcx/CO-2855#adtype=dirCU,2023-02-13
306,Senior fejlesztő logisztikai területre (REF1139F),Budapest,Deutsche Telekom IT Solutions,/allas/senior_fejleszto_logisztikai_teruletre_ref1139f/XS-5534#adtype=dirCU,2023-02-13
307,Head of Team (Open Telekom Cloud) REF1052D,Budapest,Deutsche Telekom IT Solutions,/allas/head_of_team_open_telekom_cloud_ref1052d/BX-2556#adtype=dirCU,2023-02-13
308,Hardver szériatámogató mérnök,Budapest,Thyssenkrupp,/allas/hardver_szeriatamogato_mernok/JA-8788#adtype=dirCU,2023-02-13
309,Warranty data analyst,Budapest,Thyssenkrupp,/allas/warranty_data_analyst/UM-1533#adtype=dirCU,2023-02-13
310,Web application developer (REF1266O),Budapest,Deutsche Telekom IT Solutions,/allas/web_application_developer_ref1266o/ZM-6750#adtype=dirCU,2023-02-13
311,Technical Support Expert (REF559T),Budapest,Deutsche Telekom IT Solutions,/allas/technical_support_expert_ref559t/GT-4794#adtype=dirCU,2023-02-13
312,Experienced/Senior Data Engineer (REF1343L),Budapest,Deutsche Telekom IT Solutions,/allas/experiencedsenior_data_engineer_ref1343l/SF-8448#adtype=dirCU,2023-02-13
313,Cloud Architect in Azure Engineering - REF477J,Budapest,Deutsche Telekom IT Solutions,/allas/cloud_architect_in_azure_engineering_ref477j/FI-3820#adtype=dirCU,2023-02-13
314,Szoftver tesztautomatizáló mérnök (Szeged),Szeged,Thyssenkrupp,/allas/szoftver_tesztautomatizalo_mernok_szeged/WG-6723#adtype=dirCU,2023-02-13
315,Cloud Devops Engineer (REF923S),Budapest,Deutsche Telekom IT Solutions,/allas/cloud_devops_engineer_ref923s/QR-0445#adtype=dirCU,2023-02-13
316,Developer - automation (REF378B),Budapest,Deutsche Telekom IT Solutions,/allas/developer_automation_ref378b/EV-6338#adtype=dirCU,2023-02-13
317,Application Administrator (Linux-Java) (REF113X),Budapest,Deutsche Telekom IT Solutions,/allas/application_administrator_linux_java_ref113x/VC-7280#adtype=dirCU,2023-02-13
318,Product Cybersecurity GRC/Auditor,Budapest,Thyssenkrupp,/allas/product_cybersecurity_grcauditor/FF-6920#adtype=dirCU,2023-02-13
319,Solution Engineer (REF1489S),Budapest,Deutsche Telekom IT Solutions,/allas/solution_engineer_ref1489s/LP-5156#adtype=dirCU,2023-02-13
320,ServiceNow Developer (REF363C),Budapest,Deutsche Telekom IT Solutions,/allas/servicenow_developer_ref363c/QY-8912#adtype=dirCU,2023-02-13
321,Salesforce szoftverfejlesztő (REF148I),Budapest,Deutsche Telekom IT Solutions,/allas/salesforce_szoftverfejleszto_ref148i/SO-8692#adtype=dirCU,2023-02-13
322,Order Management Specialist,Budapest,Deutsche Telekom IT Solutions,/allas/order_management_specialist/GN-9394#adtype=dirCU,2023-02-13
323,SSCM-DSM System Administrator (REF1470P),Budapest,Deutsche Telekom IT Solutions,/allas/sscm_dsm_system_administrator_ref1470p/DP-6210#adtype=dirCU,2023-02-13
324,Repl/Developer - automation (REF680G),Budapest,Deutsche Telekom IT Solutions,/allas/repldeveloper_automation_ref680g/YF-8268#adtype=dirCU,2023-02-13
325,COGNOS expert (REF1469X),Budapest,Deutsche Telekom IT Solutions,/allas/cognos_expert_ref1469x/LP-0623#adtype=dirCU,2023-02-13
326,IT Security Consultant (REF1140Z),Budapest,Deutsche Telekom IT Solutions,/allas/it_security_consultant_ref1140z/UE-4086#adtype=dirCU,2023-02-13
327,Test Lead,Budapest,Randstad Hungary Kft,/allas/test_lead/MK-2643#adtype=indCU,2023-02-13
328,Senior Security Consultant (REF1365Q),Budapest,Deutsche Telekom IT Solutions,/allas/senior_security_consultant_ref1365q/GG-6314#adtype=dirCU,2023-02-13
329,System Administrator - Citrix (REF676D),Budapest,Deutsche Telekom IT Solutions,/allas/system_administrator_citrix_ref676d/NO-9689#adtype=dirCU,2023-02-13
